Local time,Open,High,Low,Close,Volume
08.05.2011 16:00:00.000 GMT-0500,1.07138,1.08113,1.07035,1.08055,177875.7995
09.05.2011 16:00:00.000 GMT-0500,1.08055,1.08486,1.07357,1.08361,178244.87980000005
10.05.2011 16:00:00.000 GMT-0500,1.08355,1.08881,1.06641,1.06991,182269.3593
11.05.2011 16:00:00.000 GMT-0500,1.06984,1.07133,1.05666,1.06762,223618.44859999995
12.05.2011 16:00:00.000 GMT-0500,1.06762,1.07158,1.05199,1.05712,189278.99699999997
13.05.2011 16:00:00.000 GMT-0500,1.05712,1.05712,1.05712,1.05712,0
14.05.2011 16:00:00.000 GMT-0500,1.05712,1.05712,1.05712,1.05712,0
15.05.2011 16:00:00.000 GMT-0500,1.05766,1.06420,1.05138,1.05524,185702.61889999997
16.05.2011 16:00:00.000 GMT-0500,1.05517,1.06273,1.05059,1.06250,179837.8291
17.05.2011 16:00:00.000 GMT-0500,1.06245,1.06644,1.05690,1.06307,161501.74819999997
18.05.2011 16:00:00.000 GMT-0500,1.06304,1.06803,1.05940,1.06661,161595.5064
19.05.2011 16:00:00.000 GMT-0500,1.06663,1.07100,1.06097,1.06571,145849.71540000002
20.05.2011 16:00:00.000 GMT-0500,1.06571,1.06571,1.06571,1.06571,0
21.05.2011 16:00:00.000 GMT-0500,1.06571,1.06571,1.06571,1.06571,0
22.05.2011 16:00:00.000 GMT-0500,1.06381,1.06527,1.04789,1.05031,166433.59800000003
23.05.2011 16:00:00.000 GMT-0500,1.05022,1.05827,1.04793,1.05574,159897.8811
24.05.2011 16:00:00.000 GMT-0500,1.05574,1.05608,1.04409,1.05296,174786.35509999996
25.05.2011 16:00:00.000 GMT-0500,1.05294,1.06465,1.05094,1.06424,165988.71010000003
26.05.2011 16:00:00.000 GMT-0500,1.06417,1.07160,1.06081,1.07095,164130.18949999995
27.05.2011 16:00:00.000 GMT-0500,1.07095,1.07095,1.07095,1.07095,0
28.05.2011 16:00:00.000 GMT-0500,1.07095,1.07095,1.07095,1.07095,0
29.05.2011 16:00:00.000 GMT-0500,1.07232,1.07256,1.06753,1.06881,60703.264699999985
30.05.2011 16:00:00.000 GMT-0500,1.06878,1.07566,1.06424,1.06708,147712.1751
31.05.2011 16:00:00.000 GMT-0500,1.06701,1.07529,1.06022,1.06132,166117.1128
01.06.2011 16:00:00.000 GMT-0500,1.06124,1.06877,1.05872,1.06688,167134.53230000002
02.06.2011 16:00:00.000 GMT-0500,1.06680,1.07729,1.05964,1.07133,153597.386
03.06.2011 16:00:00.000 GMT-0500,1.07133,1.07133,1.07133,1.07133,0
04.06.2011 16:00:00.000 GMT-0500,1.07133,1.07133,1.07133,1.07133,0
05.06.2011 16:00:00.000 GMT-0500,1.07066,1.07671,1.06914,1.07115,129993.98939999998
06.06.2011 16:00:00.000 GMT-0500,1.07105,1.07481,1.06711,1.07191,147310.1941
07.06.2011 16:00:00.000 GMT-0500,1.07187,1.07233,1.05884,1.06199,147689.51349999997
08.06.2011 16:00:00.000 GMT-0500,1.06199,1.06628,1.05629,1.06244,139080.15919999997
09.06.2011 16:00:00.000 GMT-0500,1.06234,1.06519,1.05253,1.05350,142108.9343
10.06.2011 16:00:00.000 GMT-0500,1.05350,1.05350,1.05350,1.05350,0
11.06.2011 16:00:00.000 GMT-0500,1.05350,1.05350,1.05350,1.05350,0
12.06.2011 16:00:00.000 GMT-0500,1.05294,1.06364,1.05225,1.06005,122594.8728
13.06.2011 16:00:00.000 GMT-0500,1.05995,1.07147,1.05683,1.06831,139735.2911
14.06.2011 16:00:00.000 GMT-0500,1.06831,1.07126,1.05353,1.05750,157558.7507
15.06.2011 16:00:00.000 GMT-0500,1.05749,1.05901,1.04774,1.05569,177490.2901
16.06.2011 16:00:00.000 GMT-0500,1.05559,1.06347,1.05051,1.06178,154818.75629999995
17.06.2011 16:00:00.000 GMT-0500,1.06178,1.06178,1.06178,1.06178,0
18.06.2011 16:00:00.000 GMT-0500,1.06178,1.06178,1.06178,1.06178,0
19.06.2011 16:00:00.000 GMT-0500,1.05994,1.06171,1.04960,1.05800,135325.11920000002
20.06.2011 16:00:00.000 GMT-0500,1.05798,1.06190,1.05319,1.06018,130535.73759999998
21.06.2011 16:00:00.000 GMT-0500,1.06011,1.06497,1.05650,1.05737,152609.6259
22.06.2011 16:00:00.000 GMT-0500,1.05729,1.05750,1.04547,1.05224,190477.51049999997
23.06.2011 16:00:00.000 GMT-0500,1.05224,1.06002,1.04856,1.04877,172217.61960000003
24.06.2011 16:00:00.000 GMT-0500,1.04877,1.04877,1.04877,1.04877,0
25.06.2011 16:00:00.000 GMT-0500,1.04877,1.04877,1.04877,1.04877,0
26.06.2011 16:00:00.000 GMT-0500,1.04793,1.04876,1.03900,1.04437,185211.82390000002
27.06.2011 16:00:00.000 GMT-0500,1.04437,1.05440,1.04360,1.05389,168150.0511
28.06.2011 16:00:00.000 GMT-0500,1.05385,1.06857,1.05188,1.06804,175443.86159999997
29.06.2011 16:00:00.000 GMT-0500,1.06804,1.07501,1.06671,1.07203,157223.9335
30.06.2011 16:00:00.000 GMT-0500,1.07198,1.07893,1.06733,1.07669,142162.6073
01.07.2011 16:00:00.000 GMT-0500,1.07669,1.07669,1.07669,1.07669,0
02.07.2011 16:00:00.000 GMT-0500,1.07669,1.07669,1.07669,1.07669,0
03.07.2011 16:00:00.000 GMT-0500,1.07784,1.07851,1.07118,1.07302,90810.85410000001
04.07.2011 16:00:00.000 GMT-0500,1.07300,1.07466,1.06642,1.06913,133301.4865
05.07.2011 16:00:00.000 GMT-0500,1.06911,1.07328,1.06548,1.06981,151111.29289999997
06.07.2011 16:00:00.000 GMT-0500,1.06974,1.07792,1.06856,1.07747,157012.55920000002
07.07.2011 16:00:00.000 GMT-0500,1.07744,1.07874,1.07038,1.07498,151265.59010000006
08.07.2011 16:00:00.000 GMT-0500,1.07498,1.07498,1.07498,1.07498,0
09.07.2011 16:00:00.000 GMT-0500,1.07498,1.07498,1.07498,1.07498,0
10.07.2011 16:00:00.000 GMT-0500,1.07086,1.07308,1.06308,1.06550,168372.2889
11.07.2011 16:00:00.000 GMT-0500,1.06548,1.06646,1.05254,1.05955,198403.61820000003
12.07.2011 16:00:00.000 GMT-0500,1.05944,1.07775,1.05785,1.07565,166534.5393
13.07.2011 16:00:00.000 GMT-0500,1.07559,1.07855,1.06942,1.07231,172281.4505
14.07.2011 16:00:00.000 GMT-0500,1.07225,1.07445,1.06185,1.06472,157991.8522
15.07.2011 16:00:00.000 GMT-0500,1.06472,1.06472,1.06472,1.06472,0
16.07.2011 16:00:00.000 GMT-0500,1.06472,1.06472,1.06472,1.06472,0
17.07.2011 16:00:00.000 GMT-0500,1.06236,1.06534,1.05607,1.06054,148061.2508
18.07.2011 16:00:00.000 GMT-0500,1.06057,1.07407,1.05986,1.07317,150459.25100000002
19.07.2011 16:00:00.000 GMT-0500,1.07317,1.07597,1.07100,1.07484,129776.06399999998
20.07.2011 16:00:00.000 GMT-0500,1.07475,1.08552,1.06937,1.08394,153442.5093
21.07.2011 16:00:00.000 GMT-0500,1.08386,1.08741,1.08196,1.08483,113961.45529999997
22.07.2011 16:00:00.000 GMT-0500,1.08483,1.08483,1.08483,1.08483,0
23.07.2011 16:00:00.000 GMT-0500,1.08483,1.08483,1.08483,1.08483,0
24.07.2011 16:00:00.000 GMT-0500,1.08294,1.08765,1.07951,1.08442,116600.86189999999
25.07.2011 16:00:00.000 GMT-0500,1.08429,1.09684,1.08208,1.09549,137683.6314
26.07.2011 16:00:00.000 GMT-0500,1.09545,1.10797,1.09464,1.10176,139099.5419
27.07.2011 16:00:00.000 GMT-0500,1.10172,1.10750,1.09756,1.10020,135685.4929
28.07.2011 16:00:00.000 GMT-0500,1.10034,1.10162,1.09100,1.09958,157651.7813
29.07.2011 16:00:00.000 GMT-0500,1.09958,1.09958,1.09958,1.09958,0
30.07.2011 16:00:00.000 GMT-0500,1.09958,1.09958,1.09958,1.09958,0
31.07.2011 16:00:00.000 GMT-0500,1.10248,1.10648,1.09246,1.09698,143459.8512
01.08.2011 16:00:00.000 GMT-0500,1.09687,1.10067,1.07774,1.07783,169544.4851
02.08.2011 16:00:00.000 GMT-0500,1.07783,1.07852,1.06787,1.07534,193727.2345
03.08.2011 16:00:00.000 GMT-0500,1.07532,1.07788,1.04573,1.04649,221382.63060000003
04.08.2011 16:00:00.000 GMT-0500,1.04637,1.05265,1.03747,1.04395,237984.8704
05.08.2011 16:00:00.000 GMT-0500,1.04395,1.04395,1.04395,1.04395,0
06.08.2011 16:00:00.000 GMT-0500,1.04395,1.04395,1.04395,1.04395,0
07.08.2011 16:00:00.000 GMT-0500,1.04235,1.04449,1.01802,1.01864,259137.28939999998
08.08.2011 16:00:00.000 GMT-0500,1.01864,1.03781,0.99276,1.03500,283242.9927
09.08.2011 16:00:00.000 GMT-0500,1.03526,1.04049,1.01675,1.01790,237941.50430000003
10.08.2011 16:00:00.000 GMT-0500,1.01786,1.03586,1.01191,1.03499,258979.73990000002
11.08.2011 16:00:00.000 GMT-0500,1.03498,1.03617,1.02451,1.03489,189759.8683
12.08.2011 16:00:00.000 GMT-0500,1.03489,1.03489,1.03489,1.03489,0
13.08.2011 16:00:00.000 GMT-0500,1.03489,1.03489,1.03489,1.03489,0
14.08.2011 16:00:00.000 GMT-0500,1.03642,1.05122,1.03570,1.05055,119379.0334
15.08.2011 16:00:00.000 GMT-0500,1.05049,1.05124,1.04063,1.04842,157110.7997
16.08.2011 16:00:00.000 GMT-0500,1.04838,1.06009,1.04328,1.05487,149058.12819999998
17.08.2011 16:00:00.000 GMT-0500,1.05484,1.05573,1.03549,1.03877,169491.8503
18.08.2011 16:00:00.000 GMT-0500,1.03868,1.04807,1.03149,1.03995,197081.4996
19.08.2011 16:00:00.000 GMT-0500,1.03995,1.03995,1.03995,1.03995,0
20.08.2011 16:00:00.000 GMT-0500,1.03995,1.03995,1.03995,1.03995,0
21.08.2011 16:00:00.000 GMT-0500,1.03800,1.04723,1.03621,1.04080,150475.9998
22.08.2011 16:00:00.000 GMT-0500,1.04080,1.05334,1.03858,1.05247,146341.521
23.08.2011 16:00:00.000 GMT-0500,1.05244,1.05297,1.04489,1.04727,139484.13739999998
24.08.2011 16:00:00.000 GMT-0500,1.04722,1.05127,1.04222,1.04304,148242.98230000003
25.08.2011 16:00:00.000 GMT-0500,1.04297,1.05921,1.04175,1.05746,140985.6779
26.08.2011 16:00:00.000 GMT-0500,1.05746,1.05746,1.05746,1.05746,0
27.08.2011 16:00:00.000 GMT-0500,1.05746,1.05746,1.05746,1.05746,0
28.08.2011 16:00:00.000 GMT-0500,1.05847,1.06601,1.05609,1.06554,92397.95869999999
29.08.2011 16:00:00.000 GMT-0500,1.06553,1.07197,1.06209,1.06818,122658.34149999997
30.08.2011 16:00:00.000 GMT-0500,1.06818,1.07201,1.06513,1.07044,119363.6092
31.08.2011 16:00:00.000 GMT-0500,1.07044,1.07642,1.06626,1.07247,142776.5902
01.09.2011 16:00:00.000 GMT-0500,1.07251,1.07329,1.06260,1.06475,141862.6946
02.09.2011 16:00:00.000 GMT-0500,1.06475,1.06475,1.06475,1.06475,0
03.09.2011 16:00:00.000 GMT-0500,1.06475,1.06475,1.06475,1.06475,0
04.09.2011 16:00:00.000 GMT-0500,1.06052,1.06174,1.05123,1.05492,108023.91010000001
05.09.2011 16:00:00.000 GMT-0500,1.05478,1.06165,1.04820,1.04827,175902.9093
06.09.2011 16:00:00.000 GMT-0500,1.04827,1.06608,1.04825,1.06596,152812.8414
07.09.2011 16:00:00.000 GMT-0500,1.06600,1.06603,1.05658,1.05745,150222.16100000002
08.09.2011 16:00:00.000 GMT-0500,1.05745,1.06347,1.04211,1.04674,163835.45070000004
09.09.2011 16:00:00.000 GMT-0500,1.04674,1.04674,1.04674,1.04674,0
10.09.2011 16:00:00.000 GMT-0500,1.04674,1.04674,1.04674,1.04674,0
11.09.2011 16:00:00.000 GMT-0500,1.04287,1.04400,1.02557,1.03444,198201.98969999998
12.09.2011 16:00:00.000 GMT-0500,1.03445,1.03748,1.02621,1.03119,193087.35310000004
13.09.2011 16:00:00.000 GMT-0500,1.03118,1.03706,1.01774,1.02812,210425.15959999998
14.09.2011 16:00:00.000 GMT-0500,1.02807,1.03449,1.01825,1.03270,183179.6892
15.09.2011 16:00:00.000 GMT-0500,1.03270,1.03977,1.02942,1.03591,148167.25660000002
16.09.2011 16:00:00.000 GMT-0500,1.03591,1.03591,1.03591,1.03591,0
17.09.2011 16:00:00.000 GMT-0500,1.03591,1.03591,1.03591,1.03591,0
18.09.2011 16:00:00.000 GMT-0500,1.02987,1.03143,1.01669,1.02203,167735.33920000002
19.09.2011 16:00:00.000 GMT-0500,1.02201,1.03118,1.01478,1.02750,179948.0272
20.09.2011 16:00:00.000 GMT-0500,1.02745,1.02916,1.00335,1.00423,178347.728
21.09.2011 16:00:00.000 GMT-0500,1.00423,1.00777,0.96941,0.97405,258058.95909999998
22.09.2011 16:00:00.000 GMT-0500,0.97403,0.98662,0.96720,0.97836,247880.51860000004
23.09.2011 16:00:00.000 GMT-0500,0.97836,0.97836,0.97836,0.97836,0
24.09.2011 16:00:00.000 GMT-0500,0.97836,0.97836,0.97836,0.97836,0
25.09.2011 16:00:00.000 GMT-0500,0.98068,0.98368,0.96216,0.98317,249323.08419999998
26.09.2011 16:00:00.000 GMT-0500,0.98317,0.99850,0.97761,0.99113,219052.9498
27.09.2011 16:00:00.000 GMT-0500,0.99113,0.99546,0.97741,0.97795,208226.4534
28.09.2011 16:00:00.000 GMT-0500,0.97795,0.98745,0.97012,0.97802,225308.929
29.09.2011 16:00:00.000 GMT-0500,0.97789,0.98086,0.96593,0.96593,201073.69890000002
30.09.2011 16:00:00.000 GMT-0500,0.96593,0.96596,0.96593,0.96596,0
01.10.2011 16:00:00.000 GMT-0500,0.96596,0.96596,0.96596,0.96596,0
02.10.2011 16:00:00.000 GMT-0500,0.96556,0.96996,0.95258,0.95264,214275.23529999997
03.10.2011 16:00:00.000 GMT-0500,0.95263,0.95947,0.93910,0.95684,268958.9912
04.10.2011 16:00:00.000 GMT-0500,0.95686,0.96609,0.94877,0.96576,229928.6714
05.10.2011 16:00:00.000 GMT-0500,0.96576,0.97667,0.96215,0.97445,214685.66989999998
06.10.2011 16:00:00.000 GMT-0500,0.97443,0.98789,0.97278,0.97674,202160.23070000004
07.10.2011 16:00:00.000 GMT-0500,0.97674,0.97674,0.97674,0.97674,0
08.10.2011 16:00:00.000 GMT-0500,0.97674,0.97674,0.97674,0.97674,0
09.10.2011 16:00:00.000 GMT-0500,0.97507,1.00141,0.97497,0.99881,182106.79989999998
10.10.2011 16:00:00.000 GMT-0500,0.99881,1.00046,0.99050,0.99509,203660.27990000005
11.10.2011 16:00:00.000 GMT-0500,0.99509,1.02057,0.98650,1.01573,201439.81960000002
12.10.2011 16:00:00.000 GMT-0500,1.01565,1.02260,1.01035,1.01900,204164.1204
13.10.2011 16:00:00.000 GMT-0500,1.01895,1.03448,1.01448,1.03374,177672.25360000003
14.10.2011 16:00:00.000 GMT-0500,1.03374,1.03374,1.03374,1.03374,0
15.10.2011 16:00:00.000 GMT-0500,1.03374,1.03374,1.03374,1.03374,0
16.10.2011 16:00:00.000 GMT-0500,1.03242,1.03711,1.01468,1.01561,205686.97379999998
17.10.2011 16:00:00.000 GMT-0500,1.01557,1.03253,1.01176,1.02604,235854.99989999997
18.10.2011 16:00:00.000 GMT-0500,1.02603,1.03526,1.02045,1.02226,216538.15340000004
19.10.2011 16:00:00.000 GMT-0500,1.02229,1.02831,1.01467,1.02313,246542.88990000004
20.10.2011 16:00:00.000 GMT-0500,1.02290,1.03768,1.02026,1.03724,210434.93029999998
21.10.2011 16:00:00.000 GMT-0500,1.03724,1.03724,1.03724,1.03724,0
22.10.2011 16:00:00.000 GMT-0500,1.03724,1.03724,1.03724,1.03724,0
23.10.2011 16:00:00.000 GMT-0500,1.03337,1.05001,1.03149,1.04727,209476.5853
24.10.2011 16:00:00.000 GMT-0500,1.04728,1.04962,1.04015,1.04261,211642.61169999995
25.10.2011 16:00:00.000 GMT-0500,1.04263,1.04347,1.03221,1.03978,211827.02830000003
26.10.2011 16:00:00.000 GMT-0500,1.03977,1.07521,1.03815,1.07294,237440.99050000004
27.10.2011 16:00:00.000 GMT-0500,1.07295,1.07310,1.06551,1.06985,198351.0779
28.10.2011 16:00:00.000 GMT-0500,1.06985,1.06985,1.06985,1.06985,0
29.10.2011 16:00:00.000 GMT-0500,1.06985,1.06985,1.06985,1.06985,0
30.10.2011 16:00:00.000 GMT-0500,1.06985,1.07144,1.05062,1.05303,220480.86389999997
31.10.2011 16:00:00.000 GMT-0500,1.05302,1.05654,1.02725,1.03286,255627.19929999995
01.11.2011 16:00:00.000 GMT-0500,1.03286,1.04269,1.02802,1.03461,233823.24999999997
02.11.2011 16:00:00.000 GMT-0500,1.03461,1.04453,1.02026,1.04148,247334.22910000003
03.11.2011 16:00:00.000 GMT-0500,1.04149,1.04385,1.03149,1.03693,214761.1102
04.11.2011 16:00:00.000 GMT-0500,1.03693,1.03693,1.03693,1.03693,0
05.11.2011 16:00:00.000 GMT-0500,1.03798,1.04150,1.03769,1.04065,5519.7598
06.11.2011 17:00:00.000 GMT-0500,1.04061,1.04257,1.02757,1.03771,207663.3826
07.11.2011 17:00:00.000 GMT-0500,1.03776,1.04034,1.02818,1.03916,208352.63050000003
08.11.2011 17:00:00.000 GMT-0500,1.03916,1.03963,1.01371,1.01383,240195.11089999997
09.11.2011 17:00:00.000 GMT-0500,1.01397,1.02081,1.00535,1.01532,240700.22940000004
10.11.2011 17:00:00.000 GMT-0500,1.01523,1.03034,1.01050,1.02839,180066.5398
11.11.2011 17:00:00.000 GMT-0500,1.02839,1.02839,1.02839,1.02839,0
12.11.2011 17:00:00.000 GMT-0500,1.03192,1.03480,1.03171,1.03407,5706.3901
13.11.2011 17:00:00.000 GMT-0500,1.03422,1.03432,1.01608,1.02046,196251.3609
14.11.2011 17:00:00.000 GMT-0500,1.02036,1.02264,1.01127,1.01773,204510.4246
15.11.2011 17:00:00.000 GMT-0500,1.01773,1.01838,1.00600,1.00829,225695.7598
16.11.2011 17:00:00.000 GMT-0500,1.00817,1.01174,0.99735,0.99998,248055.36969999998
17.11.2011 17:00:00.000 GMT-0500,0.99999,1.01068,0.99642,1.00129,230307.34219999998
18.11.2011 17:00:00.000 GMT-0500,1.00129,1.00129,1.00129,1.00129,0
19.11.2011 17:00:00.000 GMT-0500,0.99772,0.99935,0.99730,0.99931,5697.6499
20.11.2011 17:00:00.000 GMT-0500,0.99956,1.00124,0.98087,0.98399,247027.5525
21.11.2011 17:00:00.000 GMT-0500,0.98400,0.98987,0.98126,0.98346,228561.5277
22.11.2011 17:00:00.000 GMT-0500,0.98347,0.98565,0.96632,0.96869,227132.89070000002
23.11.2011 17:00:00.000 GMT-0500,0.96870,0.97853,0.96831,0.97340,154964.4239
24.11.2011 17:00:00.000 GMT-0500,0.97340,0.97733,0.96668,0.96977,185193.11760000006
25.11.2011 17:00:00.000 GMT-0500,0.96977,0.96977,0.96977,0.96977,0
26.11.2011 17:00:00.000 GMT-0500,0.98204,0.98204,0.97967,0.98162,6322.21
27.11.2011 17:00:00.000 GMT-0500,0.98203,0.99754,0.97893,0.99045,228707.72249999997
28.11.2011 17:00:00.000 GMT-0500,0.99043,1.00770,0.98628,0.99994,222368.4119
29.11.2011 17:00:00.000 GMT-0500,0.99994,1.02991,0.99427,1.02820,230114.4994
30.11.2011 17:00:00.000 GMT-0500,1.02820,1.02825,1.01506,1.02423,194090.1723
01.12.2011 17:00:00.000 GMT-0500,1.02423,1.03144,1.01953,1.02135,172353.1319
02.12.2011 17:00:00.000 GMT-0500,1.02135,1.02135,1.02135,1.02135,0
03.12.2011 17:00:00.000 GMT-0500,1.02135,1.02135,1.02135,1.02135,0
04.12.2011 17:00:00.000 GMT-0500,1.02533,1.03041,1.02017,1.02681,192220.79919999995
05.12.2011 17:00:00.000 GMT-0500,1.02682,1.02704,1.01559,1.02450,195294.9296
06.12.2011 17:00:00.000 GMT-0500,1.02450,1.03040,1.02330,1.02935,193374.30019999997
07.12.2011 17:00:00.000 GMT-0500,1.02935,1.03778,1.01450,1.01652,221786.58900000004
08.12.2011 17:00:00.000 GMT-0500,1.01652,1.02242,1.00479,1.02169,223664.15199999997
09.12.2011 17:00:00.000 GMT-0500,1.02169,1.02169,1.02169,1.02169,0
10.12.2011 17:00:00.000 GMT-0500,1.02169,1.02169,1.02169,1.02169,0
11.12.2011 17:00:00.000 GMT-0500,1.02065,1.02133,1.00508,1.00726,210978.02990000002
12.12.2011 17:00:00.000 GMT-0500,1.00716,1.01619,0.99798,1.00167,228734.7892
13.12.2011 17:00:00.000 GMT-0500,1.00167,1.00447,0.98841,0.99091,232629.5092
14.12.2011 17:00:00.000 GMT-0500,0.99091,0.99887,0.98611,0.99200,218672.241
15.12.2011 17:00:00.000 GMT-0500,0.99204,1.00264,0.99193,0.99795,210167.2332
16.12.2011 17:00:00.000 GMT-0500,0.99795,0.99795,0.99795,0.99795,0
17.12.2011 17:00:00.000 GMT-0500,0.99795,0.99795,0.99795,0.99795,0
18.12.2011 17:00:00.000 GMT-0500,0.99869,0.99878,0.98826,0.98972,232521.4089
19.12.2011 17:00:00.000 GMT-0500,0.98972,1.00939,0.98938,1.00800,217969.8689
20.12.2011 17:00:00.000 GMT-0500,1.00801,1.02187,1.00512,1.01022,237634.18060000005
21.12.2011 17:00:00.000 GMT-0500,1.01023,1.01480,1.00605,1.01287,182529.42009999993
22.12.2011 17:00:00.000 GMT-0500,1.01287,1.01809,1.01261,1.01456,124238.00040000002
23.12.2011 17:00:00.000 GMT-0500,1.01456,1.01456,1.01456,1.01456,0
24.12.2011 17:00:00.000 GMT-0500,1.01456,1.01456,1.01456,1.01456,0
25.12.2011 17:00:00.000 GMT-0500,1.01453,1.01711,1.01294,1.01677,22107.999300000003
26.12.2011 17:00:00.000 GMT-0500,1.01677,1.01683,1.01540,1.01569,93073.0711
27.12.2011 17:00:00.000 GMT-0500,1.01568,1.02022,1.00714,1.00934,151686.8885
28.12.2011 17:00:00.000 GMT-0500,1.00934,1.01449,1.00438,1.01360,165537.59850000002
29.12.2011 17:00:00.000 GMT-0500,1.01360,1.02651,1.01265,1.02075,133232.7098
30.12.2011 17:00:00.000 GMT-0500,1.02075,1.02075,1.02075,1.02075,0
31.12.2011 17:00:00.000 GMT-0500,1.02075,1.02081,1.02075,1.02081,0
01.01.2012 17:00:00.000 GMT-0500,1.02205,1.02334,1.02110,1.02304,20920.8651
02.01.2012 17:00:00.000 GMT-0500,1.02326,1.03860,1.02297,1.03767,161902.20929999996
03.01.2012 17:00:00.000 GMT-0500,1.03767,1.03794,1.03042,1.03689,194034.58950000006
04.01.2012 17:00:00.000 GMT-0500,1.03684,1.03713,1.02318,1.02635,225312.00240000003
05.01.2012 17:00:00.000 GMT-0500,1.02635,1.02694,1.02020,1.02278,203447.1816
06.01.2012 17:00:00.000 GMT-0500,1.02278,1.02278,1.02278,1.02278,0
07.01.2012 17:00:00.000 GMT-0500,1.02278,1.02278,1.02278,1.02278,0
08.01.2012 17:00:00.000 GMT-0500,1.01999,1.02566,1.01448,1.02392,197035.38989999998
09.01.2012 17:00:00.000 GMT-0500,1.02391,1.03510,1.02289,1.03134,196368.84070000003
10.01.2012 17:00:00.000 GMT-0500,1.03134,1.03280,1.02622,1.03099,182882.6812
11.01.2012 17:00:00.000 GMT-0500,1.03095,1.03774,1.02858,1.03316,189876.64100000003
12.01.2012 17:00:00.000 GMT-0500,1.03315,1.03671,1.02320,1.03211,205906.43179999996
13.01.2012 17:00:00.000 GMT-0500,1.03211,1.03211,1.03211,1.03211,0
14.01.2012 17:00:00.000 GMT-0500,1.03211,1.03211,1.03211,1.03211,0
15.01.2012 17:00:00.000 GMT-0500,1.02868,1.03369,1.02537,1.03135,141542.18819999998
16.01.2012 17:00:00.000 GMT-0500,1.03135,1.04494,1.03018,1.03753,207033.87189999997
17.01.2012 17:00:00.000 GMT-0500,1.03752,1.04363,1.03586,1.04353,213091.99059999996
18.01.2012 17:00:00.000 GMT-0500,1.04353,1.04353,1.03708,1.04189,205099.34149999995
19.01.2012 17:00:00.000 GMT-0500,1.04189,1.04882,1.03830,1.04836,178783.1833
20.01.2012 17:00:00.000 GMT-0500,1.04836,1.04836,1.04836,1.04836,0
21.01.2012 17:00:00.000 GMT-0500,1.04836,1.04836,1.04836,1.04836,0
22.01.2012 17:00:00.000 GMT-0500,1.04778,1.05730,1.04582,1.05236,166605.14250000002
23.01.2012 17:00:00.000 GMT-0500,1.05238,1.05353,1.04281,1.04943,187099.12990000003
24.01.2012 17:00:00.000 GMT-0500,1.04940,1.06194,1.04442,1.05963,213020.459
25.01.2012 17:00:00.000 GMT-0500,1.05964,1.06874,1.05877,1.06305,196841.83970000004
26.01.2012 17:00:00.000 GMT-0500,1.06305,1.06693,1.05919,1.06557,212542.80279999998
27.01.2012 17:00:00.000 GMT-0500,1.06557,1.06557,1.06557,1.06557,0
28.01.2012 17:00:00.000 GMT-0500,1.06557,1.06557,1.06557,1.06557,0
29.01.2012 17:00:00.000 GMT-0500,1.06369,1.06526,1.05260,1.05984,230816.46429999996
30.01.2012 17:00:00.000 GMT-0500,1.05983,1.06843,1.05768,1.06209,232207.54400000002
31.01.2012 17:00:00.000 GMT-0500,1.06205,1.07400,1.05690,1.07039,232566.27149999997
01.02.2012 17:00:00.000 GMT-0500,1.07044,1.07557,1.06792,1.07118,215450.53869999998
02.02.2012 17:00:00.000 GMT-0500,1.07115,1.07934,1.06715,1.07679,216699.63960000008
03.02.2012 17:00:00.000 GMT-0500,1.07679,1.07679,1.07679,1.07679,0
04.02.2012 17:00:00.000 GMT-0500,1.07679,1.07679,1.07679,1.07679,0
05.02.2012 17:00:00.000 GMT-0500,1.07527,1.07670,1.06834,1.07266,178952.7979
06.02.2012 17:00:00.000 GMT-0500,1.07262,1.08224,1.07015,1.08072,213215.5203
07.02.2012 17:00:00.000 GMT-0500,1.08069,1.08440,1.07676,1.07980,199259.09079999998
08.02.2012 17:00:00.000 GMT-0500,1.07977,1.08242,1.07397,1.07855,227833.2415
09.02.2012 17:00:00.000 GMT-0500,1.07855,1.07895,1.06398,1.06721,215764.48050000003
10.02.2012 17:00:00.000 GMT-0500,1.06721,1.06721,1.06721,1.06721,0
11.02.2012 17:00:00.000 GMT-0500,1.06721,1.06721,1.06721,1.06721,0
12.02.2012 17:00:00.000 GMT-0500,1.06856,1.07779,1.06779,1.07306,205379.02090000003
13.02.2012 17:00:00.000 GMT-0500,1.07306,1.07378,1.06289,1.06904,217857.48130000004
14.02.2012 17:00:00.000 GMT-0500,1.06903,1.07758,1.06679,1.06957,219012.58990000002
15.02.2012 17:00:00.000 GMT-0500,1.06957,1.07730,1.06455,1.07542,228674.02160000007
16.02.2012 17:00:00.000 GMT-0500,1.07548,1.07991,1.06882,1.07023,175382.361
17.02.2012 17:00:00.000 GMT-0500,1.07023,1.07023,1.07023,1.07023,0
18.02.2012 17:00:00.000 GMT-0500,1.07023,1.07023,1.07023,1.07023,0
19.02.2012 17:00:00.000 GMT-0500,1.07700,1.08154,1.07392,1.07545,122107.3698
20.02.2012 17:00:00.000 GMT-0500,1.07548,1.07567,1.06542,1.06615,203617.1908
21.02.2012 17:00:00.000 GMT-0500,1.06620,1.06857,1.06047,1.06370,204003.8007
22.02.2012 17:00:00.000 GMT-0500,1.06370,1.07184,1.05974,1.07161,179476.61830000003
23.02.2012 17:00:00.000 GMT-0500,1.07157,1.07545,1.06867,1.06938,170369.81980000003
24.02.2012 17:00:00.000 GMT-0500,1.06938,1.06938,1.06938,1.06938,0
